Perioden;Regio's;Gemiddelde verkoopprijs (euro)
1999;Skarsterlân;133496
2000;Skarsterlân;173676
2001;Skarsterlân;193671
2002;Skarsterlân;212302
2003;Skarsterlân;201886
2004;Skarsterlân;211029
2005;Skarsterlân;221872
2006;Skarsterlân;223739
2007;Skarsterlân;245481
2008;Skarsterlân;246632
2009;Skarsterlân;220087
2010;Skarsterlân;224722
2011;Skarsterlân;216652
2012;Skarsterlân;206293
2013;Skarsterlân;197979
2014;Skarsterlân;
2015;Skarsterlân;
2016;Skarsterlân;
2017;Skarsterlân;
2018;Skarsterlân;
2019;Skarsterlân;
2020;Skarsterlân;
2021;Skarsterlân;
2022;Skarsterlân;
2023;Skarsterlân;
2024;Skarsterlân;
1995;Sleen;87582
1996;Sleen;104265
1997;Sleen;99412
1998;Sleen;
1999;Sleen;
2000;Sleen;
2001;Sleen;
2002;Sleen;
2003;Sleen;
2004;Sleen;
2005;Sleen;
2006;Sleen;
2007;Sleen;
2008;Sleen;
2009;Sleen;
2010;Sleen;
2011;Sleen;
2012;Sleen;
2013;Sleen;
2014;Sleen;
2015;Sleen;
2016;Sleen;
2017;Sleen;
2018;Sleen;
2019;Sleen;
2020;Sleen;
2021;Sleen;
2022;Sleen;
2023;Sleen;
2024;Sleen;
1995;Sliedrecht;89881
1996;Sliedrecht;91278
1997;Sliedrecht;102442
1998;Sliedrecht;120527
1999;Sliedrecht;136227
2000;Sliedrecht;147173
2001;Sliedrecht;165288
2002;Sliedrecht;172020
2003;Sliedrecht;193410
2004;Sliedrecht;194821
2005;Sliedrecht;195662
2006;Sliedrecht;219755
2007;Sliedrecht;230089
2008;Sliedrecht;238060
2009;Sliedrecht;224851
2010;Sliedrecht;222396
2011;Sliedrecht;212515
2012;Sliedrecht;205418
2013;Sliedrecht;193366
2014;Sliedrecht;191665
2015;Sliedrecht;201141
2016;Sliedrecht;209918
2017;Sliedrecht;217970
2018;Sliedrecht;230351
2019;Sliedrecht;257417
2020;Sliedrecht;271072
2021;Sliedrecht;303720
2022;Sliedrecht;337111
2023;Sliedrecht;348242
2024;Sliedrecht;379364
1995;Slochteren;76576
1996;Slochteren;88800
1997;Slochteren;96946
1998;Slochteren;96869
1999;Slochteren;118990
2000;Slochteren;140196
2001;Slochteren;163383
2002;Slochteren;170266
2003;Slochteren;170629
2004;Slochteren;174788
2005;Slochteren;195079
2006;Slochteren;198406
2007;Slochteren;208870
2008;Slochteren;220804
2009;Slochteren;218601
2010;Slochteren;187206
2011;Slochteren;213565
2012;Slochteren;191872
2013;Slochteren;168967
2014;Slochteren;176786
2015;Slochteren;193719
2016;Slochteren;201318
2017;Slochteren;234489
2018;Slochteren;
2019;Slochteren;
2020;Slochteren;
2021;Slochteren;
2022;Slochteren;
2023;Slochteren;
2024;Slochteren;
1995;Sluis;
1996;Sluis;
1997;Sluis;
1998;Sluis;
1999;Sluis;
2000;Sluis;
2001;Sluis;
2002;Sluis;
2003;Sluis;132760
2004;Sluis;133936
2005;Sluis;156434
2006;Sluis;156622
2007;Sluis;173318
2008;Sluis;176480
2009;Sluis;163739
2010;Sluis;169323
2011;Sluis;191500
2012;Sluis;180648
2013;Sluis;175691
2014;Sluis;173522
2015;Sluis;206298
2016;Sluis;207560
2017;Sluis;223694
2018;Sluis;229776
2019;Sluis;246366
2020;Sluis;268436
2021;Sluis;294425
2022;Sluis;324194
2023;Sluis;343411
2024;Sluis;326961
1995;Sluis-Aardenburg;66501
1996;Sluis-Aardenburg;79575
1997;Sluis-Aardenburg;79606
1998;Sluis-Aardenburg;72416
1999;Sluis-Aardenburg;96311
2000;Sluis-Aardenburg;103185
2001;Sluis-Aardenburg;123634
2002;Sluis-Aardenburg;146616
2003;Sluis-Aardenburg;
2004;Sluis-Aardenburg;
2005;Sluis-Aardenburg;
2006;Sluis-Aardenburg;
2007;Sluis-Aardenburg;
2008;Sluis-Aardenburg;
2009;Sluis-Aardenburg;
2010;Sluis-Aardenburg;
2011;Sluis-Aardenburg;
2012;Sluis-Aardenburg;
2013;Sluis-Aardenburg;
2014;Sluis-Aardenburg;
2015;Sluis-Aardenburg;
2016;Sluis-Aardenburg;
2017;Sluis-Aardenburg;
2018;Sluis-Aardenburg;
2019;Sluis-Aardenburg;
2020;Sluis-Aardenburg;
2021;Sluis-Aardenburg;
2022;Sluis-Aardenburg;
2023;Sluis-Aardenburg;
2024;Sluis-Aardenburg;
1995;Smallingerland;71002
1996;Smallingerland;76608
1997;Smallingerland;83227
1998;Smallingerland;84381
1999;Smallingerland;95428
2000;Smallingerland;111738
2001;Smallingerland;137251
2002;Smallingerland;146546
2003;Smallingerland;154572
2004;Smallingerland;163784
2005;Smallingerland;168771
2006;Smallingerland;183257
2007;Smallingerland;188338
2008;Smallingerland;194807
2009;Smallingerland;188473
2010;Smallingerland;187824
2011;Smallingerland;187182
2012;Smallingerland;181249
2013;Smallingerland;170267
2014;Smallingerland;170722
2015;Smallingerland;174632
2016;Smallingerland;183644
2017;Smallingerland;190981
2018;Smallingerland;218812
2019;Smallingerland;233493
2020;Smallingerland;244055
2021;Smallingerland;282933
2022;Smallingerland;304540
2023;Smallingerland;311690
2024;Smallingerland;348051
1995;Smilde;75338
1996;Smilde;86825
1997;Smilde;95311
1998;Smilde;
1999;Smilde;
2000;Smilde;
2001;Smilde;
2002;Smilde;
2003;Smilde;
2004;Smilde;
2005;Smilde;
2006;Smilde;
2007;Smilde;
2008;Smilde;
2009;Smilde;
2010;Smilde;
2011;Smilde;
2012;Smilde;
2013;Smilde;
2014;Smilde;
2015;Smilde;
2016;Smilde;
2017;Smilde;
2018;Smilde;
2019;Smilde;
2020;Smilde;
2021;Smilde;
2022;Smilde;
2023;Smilde;
2024;Smilde;
1995;Sneek;67264
1996;Sneek;72729
1997;Sneek;81774
1998;Sneek;95147
1999;Sneek;102604
2000;Sneek;117115
2001;Sneek;133335
2002;Sneek;154861
2003;Sneek;163829
2004;Sneek;174223
2005;Sneek;186465
2006;Sneek;200209
2007;Sneek;202437
2008;Sneek;213392
2009;Sneek;207605
2010;Sneek;199060
2011;Sneek;
2012;Sneek;
2013;Sneek;
2014;Sneek;
2015;Sneek;
2016;Sneek;
2017;Sneek;
2018;Sneek;
2019;Sneek;
2020;Sneek;
2021;Sneek;
2022;Sneek;
2023;Sneek;
2024;Sneek;
1995;Soest;128675
1996;Soest;123156
1997;Soest;146825
1998;Soest;167508
1999;Soest;197579
2000;Soest;268253
2001;Soest;257116
2002;Soest;250853
2003;Soest;268102
2004;Soest;277530
2005;Soest;291926
2006;Soest;320868
2007;Soest;341717
2008;Soest;332416
2009;Soest;318418
2010;Soest;320359
2011;Soest;313700
2012;Soest;315025
2013;Soest;288832
2014;Soest;274337
2015;Soest;289285
2016;Soest;305207
2017;Soest;339565
2018;Soest;377088
2019;Soest;394385
2020;Soest;416785
2021;Soest;506533
2022;Soest;535046
2023;Soest;496039
2024;Soest;551182
1995;Someren;105114
1996;Someren;119152
1997;Someren;131788
1998;Someren;140925
1999;Someren;168508
2000;Someren;227966
2001;Someren;225126
2002;Someren;230367
2003;Someren;229260
2004;Someren;261769
2005;Someren;274010
2006;Someren;273920
2007;Someren;294991
2008;Someren;337424
2009;Someren;283236
2010;Someren;288551
2011;Someren;302510
2012;Someren;242837
2013;Someren;206167
2014;Someren;243113
2015;Someren;236375
2016;Someren;252785
2017;Someren;264060
2018;Someren;289461
2019;Someren;317973
2020;Someren;341627
2021;Someren;378186
2022;Someren;430976
2023;Someren;410727
2024;Someren;479149
1995;Son en Breugel;117261
1996;Son en Breugel;130909
1997;Son en Breugel;144011
1998;Son en Breugel;173757
1999;Son en Breugel;180039
2000;Son en Breugel;230872
2001;Son en Breugel;258885
2002;Son en Breugel;257088
2003;Son en Breugel;277976
2004;Son en Breugel;305329
2005;Son en Breugel;289737
2006;Son en Breugel;341672
2007;Son en Breugel;334752
2008;Son en Breugel;371286
2009;Son en Breugel;356998
2010;Son en Breugel;328663
2011;Son en Breugel;331863
2012;Son en Breugel;294296
2013;Son en Breugel;291221
2014;Son en Breugel;272932
2015;Son en Breugel;296608
2016;Son en Breugel;312240
2017;Son en Breugel;325974
2018;Son en Breugel;352755
2019;Son en Breugel;400261
2020;Son en Breugel;387355
2021;Son en Breugel;477112
2022;Son en Breugel;583666
2023;Son en Breugel;525199
2024;Son en Breugel;588765
1995;Spijkenisse;79576
1996;Spijkenisse;89063
1997;Spijkenisse;90444
1998;Spijkenisse;95782
1999;Spijkenisse;114611
2000;Spijkenisse;131432
2001;Spijkenisse;143753
2002;Spijkenisse;156295
2003;Spijkenisse;169556
2004;Spijkenisse;172895
2005;Spijkenisse;177958
2006;Spijkenisse;185207
2007;Spijkenisse;189638
2008;Spijkenisse;192205
2009;Spijkenisse;183535
2010;Spijkenisse;183408
2011;Spijkenisse;178297
2012;Spijkenisse;178567
2013;Spijkenisse;168865
2014;Spijkenisse;173332
2015;Spijkenisse;
2016;Spijkenisse;
2017;Spijkenisse;
2018;Spijkenisse;
2019;Spijkenisse;
2020;Spijkenisse;
2021;Spijkenisse;
2022;Spijkenisse;
2023;Spijkenisse;
2024;Spijkenisse;
1995;Sprang-Capelle;117806
1996;Sprang-Capelle;130493
1997;Sprang-Capelle;
1998;Sprang-Capelle;
1999;Sprang-Capelle;
2000;Sprang-Capelle;
2001;Sprang-Capelle;
2002;Sprang-Capelle;
2003;Sprang-Capelle;
2004;Sprang-Capelle;
2005;Sprang-Capelle;
2006;Sprang-Capelle;
2007;Sprang-Capelle;
2008;Sprang-Capelle;
2009;Sprang-Capelle;
2010;Sprang-Capelle;
2011;Sprang-Capelle;
2012;Sprang-Capelle;
2013;Sprang-Capelle;
2014;Sprang-Capelle;
2015;Sprang-Capelle;
2016;Sprang-Capelle;
2017;Sprang-Capelle;
2018;Sprang-Capelle;
2019;Sprang-Capelle;
2020;Sprang-Capelle;
2021;Sprang-Capelle;
2022;Sprang-Capelle;
2023;Sprang-Capelle;
2024;Sprang-Capelle;
1995;St. Anthonis;105753
1996;St. Anthonis;
1997;St. Anthonis;
1998;St. Anthonis;
1999;St. Anthonis;
2000;St. Anthonis;
2001;St. Anthonis;
2002;St. Anthonis;
2003;St. Anthonis;
2004;St. Anthonis;
2005;St. Anthonis;
2006;St. Anthonis;
2007;St. Anthonis;
2008;St. Anthonis;
2009;St. Anthonis;
2010;St. Anthonis;
2011;St. Anthonis;
2012;St. Anthonis;
2013;St. Anthonis;
2014;St. Anthonis;
2015;St. Anthonis;
2016;St. Anthonis;
2017;St. Anthonis;
2018;St. Anthonis;
2019;St. Anthonis;
2020;St. Anthonis;
2021;St. Anthonis;
2022;St. Anthonis;
2023;St. Anthonis;
2024;St. Anthonis;
1995;Stad Delden;113253
1996;Stad Delden;115136
1997;Stad Delden;139331
1998;Stad Delden;162376
1999;Stad Delden;176245
2000;Stad Delden;198963
2001;Stad Delden;
2002;Stad Delden;
2003;Stad Delden;
2004;Stad Delden;
2005;Stad Delden;
2006;Stad Delden;
2007;Stad Delden;
2008;Stad Delden;
2009;Stad Delden;
2010;Stad Delden;
2011;Stad Delden;
2012;Stad Delden;
2013;Stad Delden;
2014;Stad Delden;
2015;Stad Delden;
2016;Stad Delden;
2017;Stad Delden;
2018;Stad Delden;
2019;Stad Delden;
2020;Stad Delden;
2021;Stad Delden;
2022;Stad Delden;
2023;Stad Delden;
2024;Stad Delden;
1995;Stadskanaal;70864
1996;Stadskanaal;75874
1997;Stadskanaal;84648
1998;Stadskanaal;90040
1999;Stadskanaal;107483
2000;Stadskanaal;121951
2001;Stadskanaal;134953
2002;Stadskanaal;149619
2003;Stadskanaal;151541
2004;Stadskanaal;149658
2005;Stadskanaal;153910
2006;Stadskanaal;162557
2007;Stadskanaal;179003
2008;Stadskanaal;175100
2009;Stadskanaal;166089
2010;Stadskanaal;155713
2011;Stadskanaal;162087
2012;Stadskanaal;155706
2013;Stadskanaal;145294
2014;Stadskanaal;148184
2015;Stadskanaal;156406
2016;Stadskanaal;161392
2017;Stadskanaal;167385
2018;Stadskanaal;180249
2019;Stadskanaal;185491
2020;Stadskanaal;217543
2021;Stadskanaal;250693
2022;Stadskanaal;289185
2023;Stadskanaal;265130
2024;Stadskanaal;306793
1995;Standdaarbuiten;89363
1996;Standdaarbuiten;134727
1997;Standdaarbuiten;
1998;Standdaarbuiten;
1999;Standdaarbuiten;
2000;Standdaarbuiten;
2001;Standdaarbuiten;
2002;Standdaarbuiten;
2003;Standdaarbuiten;
2004;Standdaarbuiten;
2005;Standdaarbuiten;
2006;Standdaarbuiten;
2007;Standdaarbuiten;
2008;Standdaarbuiten;
2009;Standdaarbuiten;
2010;Standdaarbuiten;
2011;Standdaarbuiten;
2012;Standdaarbuiten;
2013;Standdaarbuiten;
2014;Standdaarbuiten;
2015;Standdaarbuiten;
2016;Standdaarbuiten;
2017;Standdaarbuiten;
2018;Standdaarbuiten;
2019;Standdaarbuiten;
2020;Standdaarbuiten;
2021;Standdaarbuiten;
2022;Standdaarbuiten;
2023;Standdaarbuiten;
2024;Standdaarbuiten;
1995;Staphorst;73373
1996;Staphorst;99758
1997;Staphorst;95517
1998;Staphorst;123105
1999;Staphorst;151393
2000;Staphorst;170926
2001;Staphorst;182252
2002;Staphorst;211479
2003;Staphorst;220659
2004;Staphorst;213605
2005;Staphorst;226990
2006;Staphorst;232786
2007;Staphorst;256905
2008;Staphorst;246379
2009;Staphorst;249078
2010;Staphorst;238096
2011;Staphorst;225937
2012;Staphorst;223642
2013;Staphorst;207194
2014;Staphorst;205165
2015;Staphorst;213491
2016;Staphorst;239236
2017;Staphorst;245935
2018;Staphorst;252767
2019;Staphorst;265255
2020;Staphorst;303884
2021;Staphorst;337504
2022;Staphorst;335060
2023;Staphorst;348135
2024;Staphorst;413454
1995;Stede Broec;79806
1996;Stede Broec;89013
1997;Stede Broec;99812
1998;Stede Broec;111522
1999;Stede Broec;134210
2000;Stede Broec;166674
2001;Stede Broec;189583
2002;Stede Broec;191150
2003;Stede Broec;186706
2004;Stede Broec;200659
2005;Stede Broec;204052
2006;Stede Broec;200666
2007;Stede Broec;216084
2008;Stede Broec;225591
2009;Stede Broec;202823
2010;Stede Broec;197918
2011;Stede Broec;196777
2012;Stede Broec;188220
2013;Stede Broec;182982
2014;Stede Broec;188510
2015;Stede Broec;193316
2016;Stede Broec;201709
2017;Stede Broec;228179
2018;Stede Broec;238864
2019;Stede Broec;270874
2020;Stede Broec;296841
2021;Stede Broec;327041
2022;Stede Broec;353699
2023;Stede Broec;361141
2024;Stede Broec;397251
1995;Steenbergen;98781
1996;Steenbergen;101117
1997;Steenbergen;109588
1998;Steenbergen;118853
1999;Steenbergen;141852
2000;Steenbergen;155328
2001;Steenbergen;183576
2002;Steenbergen;187784
2003;Steenbergen;195761
2004;Steenbergen;212082
2005;Steenbergen;221411
2006;Steenbergen;236214
2007;Steenbergen;221860
2008;Steenbergen;218185
2009;Steenbergen;189511
2010;Steenbergen;205363
2011;Steenbergen;198730
2012;Steenbergen;201017
2013;Steenbergen;174428
2014;Steenbergen;191503
2015;Steenbergen;189787
2016;Steenbergen;208556
2017;Steenbergen;223242
2018;Steenbergen;230678
2019;Steenbergen;250782
2020;Steenbergen;258586
2021;Steenbergen;325057
2022;Steenbergen;351730
2023;Steenbergen;340642
2024;Steenbergen;387648
1995;Steenderen;104795
1996;Steenderen;116498
1997;Steenderen;140576
1998;Steenderen;153733
1999;Steenderen;209806
2000;Steenderen;233523
2001;Steenderen;232718
2002;Steenderen;280901
2003;Steenderen;250572
2004;Steenderen;281786
2005;Steenderen;
2006;Steenderen;
2007;Steenderen;
2008;Steenderen;
2009;Steenderen;
2010;Steenderen;
2011;Steenderen;
2012;Steenderen;
2013;Steenderen;
2014;Steenderen;
2015;Steenderen;
2016;Steenderen;
2017;Steenderen;
2018;Steenderen;
2019;Steenderen;
2020;Steenderen;
2021;Steenderen;
2022;Steenderen;
2023;Steenderen;
2024;Steenderen;
1995;Steenwijk;66298
1996;Steenwijk;88242
1997;Steenwijk;93427
1998;Steenwijk;115120
1999;Steenwijk;131485
2000;Steenwijk;163596
2001;Steenwijk;178311
2002;Steenwijk;197690
2003;Steenwijk;
2004;Steenwijk;
2005;Steenwijk;
2006;Steenwijk;
2007;Steenwijk;
2008;Steenwijk;
2009;Steenwijk;
2010;Steenwijk;
2011;Steenwijk;
2012;Steenwijk;
2013;Steenwijk;
2014;Steenwijk;
2015;Steenwijk;
2016;Steenwijk;
2017;Steenwijk;
2018;Steenwijk;
2019;Steenwijk;
2020;Steenwijk;
2021;Steenwijk;
2022;Steenwijk;
2023;Steenwijk;
2024;Steenwijk;
1995;Steenwijkerland;
1996;Steenwijkerland;
1997;Steenwijkerland;
1998;Steenwijkerland;
1999;Steenwijkerland;
2000;Steenwijkerland;
2001;Steenwijkerland;
2002;Steenwijkerland;
2003;Steenwijkerland;196605
2004;Steenwijkerland;177561
2005;Steenwijkerland;202616
2006;Steenwijkerland;232841
2007;Steenwijkerland;237958
2008;Steenwijkerland;234379
2009;Steenwijkerland;217578
2010;Steenwijkerland;214947
2011;Steenwijkerland;204253
2012;Steenwijkerland;190951
2013;Steenwijkerland;185850
2014;Steenwijkerland;196261
2015;Steenwijkerland;200766
2016;Steenwijkerland;203799
2017;Steenwijkerland;226754
2018;Steenwijkerland;234505
2019;Steenwijkerland;250383
2020;Steenwijkerland;285838
2021;Steenwijkerland;333678
2022;Steenwijkerland;378215
2023;Steenwijkerland;364946
2024;Steenwijkerland;389884
1995;Stein (L.);94920
1996;Stein (L.);104845
1997;Stein (L.);120493
1998;Stein (L.);123195
1999;Stein (L.);140682
2000;Stein (L.);158836
2001;Stein (L.);168204
2002;Stein (L.);171909
2003;Stein (L.);175702
2004;Stein (L.);175944
2005;Stein (L.);179702
2006;Stein (L.);203307
2007;Stein (L.);190621
2008;Stein (L.);197235
2009;Stein (L.);173418
2010;Stein (L.);179492
2011;Stein (L.);176899
2012;Stein (L.);168614
2013;Stein (L.);168815
2014;Stein (L.);175535
2015;Stein (L.);172945
2016;Stein (L.);191205
2017;Stein (L.);206656
2018;Stein (L.);235462
2019;Stein (L.);236204
2020;Stein (L.);254755
2021;Stein (L.);279959
2022;Stein (L.);314906
2023;Stein (L.);307129
2024;Stein (L.);330142
1995;Stichtse Vecht;
1996;Stichtse Vecht;
1997;Stichtse Vecht;
1998;Stichtse Vecht;
1999;Stichtse Vecht;
2000;Stichtse Vecht;
2001;Stichtse Vecht;
2002;Stichtse Vecht;
2003;Stichtse Vecht;
2004;Stichtse Vecht;
2005;Stichtse Vecht;
2006;Stichtse Vecht;
2007;Stichtse Vecht;
2008;Stichtse Vecht;
2009;Stichtse Vecht;
2010;Stichtse Vecht;
2011;Stichtse Vecht;291626
2012;Stichtse Vecht;284148
2013;Stichtse Vecht;267617
2014;Stichtse Vecht;274119
2015;Stichtse Vecht;284937
2016;Stichtse Vecht;293234
2017;Stichtse Vecht;352057
2018;Stichtse Vecht;380666
2019;Stichtse Vecht;383891
2020;Stichtse Vecht;439309
2021;Stichtse Vecht;495126
2022;Stichtse Vecht;544616
2023;Stichtse Vecht;463136
2024;Stichtse Vecht;562854
1995;Stramproy;106099
1996;Stramproy;109729
1997;Stramproy;122787
1998;Stramproy;
1999;Stramproy;
2000;Stramproy;
2001;Stramproy;
2002;Stramproy;
2003;Stramproy;
2004;Stramproy;
2005;Stramproy;
2006;Stramproy;
2007;Stramproy;
2008;Stramproy;
2009;Stramproy;
2010;Stramproy;
2011;Stramproy;
2012;Stramproy;
2013;Stramproy;
2014;Stramproy;
2015;Stramproy;
2016;Stramproy;
2017;Stramproy;
2018;Stramproy;
2019;Stramproy;
2020;Stramproy;
2021;Stramproy;
2022;Stramproy;
2023;Stramproy;
2024;Stramproy;
1995;Strijen;91968
1996;Strijen;104623
1997;Strijen;125942
1998;Strijen;126610
1999;Strijen;143172
2000;Strijen;186396
2001;Strijen;194783
2002;Strijen;209776
2003;Strijen;238128
2004;Strijen;260713
2005;Strijen;246945
2006;Strijen;259722
2007;Strijen;279642
2008;Strijen;263927
2009;Strijen;239627
2010;Strijen;253865
2011;Strijen;252072
2012;Strijen;216797
2013;Strijen;165423
2014;Strijen;195060
2015;Strijen;201279
2016;Strijen;216927
2017;Strijen;261215
2018;Strijen;264386
2019;Strijen;
2020;Strijen;
2021;Strijen;
2022;Strijen;
2023;Strijen;
2024;Strijen;
1995;Súdwest-Fryslân;
1996;Súdwest-Fryslân;
1997;Súdwest-Fryslân;
1998;Súdwest-Fryslân;
1999;Súdwest-Fryslân;
2000;Súdwest-Fryslân;
2001;Súdwest-Fryslân;
2002;Súdwest-Fryslân;
2003;Súdwest-Fryslân;
2004;Súdwest-Fryslân;
2005;Súdwest-Fryslân;
2006;Súdwest-Fryslân;
2007;Súdwest-Fryslân;
2008;Súdwest-Fryslân;
2009;Súdwest-Fryslân;
2010;Súdwest-Fryslân;
2011;Súdwest-Fryslân;197220
2012;Súdwest-Fryslân;180110
2013;Súdwest-Fryslân;175247
2014;Súdwest-Fryslân;182523
2015;Súdwest-Fryslân;190035
2016;Súdwest-Fryslân;199005
2017;Súdwest-Fryslân;213070
2018;Súdwest-Fryslân;215978
2019;Súdwest-Fryslân;225650
2020;Súdwest-Fryslân;264604
2021;Súdwest-Fryslân;297003
2022;Súdwest-Fryslân;342373
2023;Súdwest-Fryslân;333187
2024;Súdwest-Fryslân;354413
1995;Susteren;97845
1996;Susteren;107915
1997;Susteren;128449
1998;Susteren;134470
1999;Susteren;148586
2000;Susteren;165879
2001;Susteren;169665
2002;Susteren;173265
2003;Susteren;
2004;Susteren;
2005;Susteren;
2006;Susteren;
2007;Susteren;
2008;Susteren;
2009;Susteren;
2010;Susteren;
2011;Susteren;
2012;Susteren;
2013;Susteren;
2014;Susteren;
2015;Susteren;
2016;Susteren;
2017;Susteren;
2018;Susteren;
2019;Susteren;
2020;Susteren;
2021;Susteren;
2022;Susteren;
2023;Susteren;
2024;Susteren;
1995;Swalmen;82590
1996;Swalmen;92631
1997;Swalmen;119632
1998;Swalmen;117833
1999;Swalmen;135074
2000;Swalmen;159131
2001;Swalmen;175770
2002;Swalmen;159163
2003;Swalmen;181814
2004;Swalmen;176817
2005;Swalmen;200148
2006;Swalmen;200365
2007;Swalmen;
2008;Swalmen;
2009;Swalmen;
2010;Swalmen;
2011;Swalmen;
2012;Swalmen;
2013;Swalmen;
2014;Swalmen;
2015;Swalmen;
2016;Swalmen;
2017;Swalmen;
2018;Swalmen;
2019;Swalmen;
2020;Swalmen;
2021;Swalmen;
2022;Swalmen;
2023;Swalmen;
2024;Swalmen;
1995;Tegelen;89997
1996;Tegelen;91737
1997;Tegelen;104299
1998;Tegelen;110692
1999;Tegelen;119655
2000;Tegelen;141096
2001;Tegelen;
2002;Tegelen;
2003;Tegelen;
2004;Tegelen;
2005;Tegelen;
2006;Tegelen;
2007;Tegelen;
2008;Tegelen;
2009;Tegelen;
2010;Tegelen;
2011;Tegelen;
2012;Tegelen;
2013;Tegelen;
2014;Tegelen;
2015;Tegelen;
2016;Tegelen;
2017;Tegelen;
2018;Tegelen;
2019;Tegelen;
2020;Tegelen;
2021;Tegelen;
2022;Tegelen;
2023;Tegelen;
2024;Tegelen;
1995;Terheijden;101083
1996;Terheijden;123795
1997;Terheijden;
1998;Terheijden;
1999;Terheijden;
2000;Terheijden;
2001;Terheijden;
2002;Terheijden;
2003;Terheijden;
2004;Terheijden;
2005;Terheijden;
2006;Terheijden;
2007;Terheijden;
2008;Terheijden;
2009;Terheijden;
2010;Terheijden;
2011;Terheijden;
2012;Terheijden;
2013;Terheijden;
2014;Terheijden;
2015;Terheijden;
2016;Terheijden;
2017;Terheijden;
2018;Terheijden;
2019;Terheijden;
2020;Terheijden;
2021;Terheijden;
2022;Terheijden;
2023;Terheijden;
2024;Terheijden;
1995;Terneuzen;65432
1996;Terneuzen;65333
1997;Terneuzen;68833
1998;Terneuzen;70271
1999;Terneuzen;77006
2000;Terneuzen;86367
2001;Terneuzen;101285
2002;Terneuzen;116090
2003;Terneuzen;133708
2004;Terneuzen;132127
2005;Terneuzen;140948
2006;Terneuzen;148507
2007;Terneuzen;152099
2008;Terneuzen;158476
2009;Terneuzen;154543
2010;Terneuzen;154643
2011;Terneuzen;153149
2012;Terneuzen;154531
2013;Terneuzen;151138
2014;Terneuzen;153474
2015;Terneuzen;156869
2016;Terneuzen;162271
2017;Terneuzen;174793
2018;Terneuzen;179756
2019;Terneuzen;201581
2020;Terneuzen;207830
2021;Terneuzen;252263
2022;Terneuzen;264791
2023;Terneuzen;279351
2024;Terneuzen;279642
1995;Terschelling;95116
1996;Terschelling;102867
1997;Terschelling;107822
1998;Terschelling;161894
1999;Terschelling;198174
2000;Terschelling;212069
2001;Terschelling;231753
2002;Terschelling;241347
2003;Terschelling;227480
2004;Terschelling;267068
2005;Terschelling;260923
2006;Terschelling;241751
2007;Terschelling;246707
2008;Terschelling;317070
2009;Terschelling;281415
2010;Terschelling;271562
2011;Terschelling;335390
2012;Terschelling;277696
2013;Terschelling;283710
2014;Terschelling;280197
2015;Terschelling;309811
2016;Terschelling;295631
2017;Terschelling;308242
2018;Terschelling;335675
2019;Terschelling;327548
2020;Terschelling;382293
2021;Terschelling;418149
2022;Terschelling;501262
2023;Terschelling;519238
2024;Terschelling;502620
1995;Teteringen;138392
1996;Teteringen;142637
1997;Teteringen;
1998;Teteringen;
1999;Teteringen;
2000;Teteringen;
2001;Teteringen;
2002;Teteringen;
2003;Teteringen;
2004;Teteringen;
2005;Teteringen;
2006;Teteringen;
2007;Teteringen;
2008;Teteringen;
2009;Teteringen;
2010;Teteringen;
2011;Teteringen;
2012;Teteringen;
2013;Teteringen;
2014;Teteringen;
2015;Teteringen;
2016;Teteringen;
2017;Teteringen;
2018;Teteringen;
2019;Teteringen;
2020;Teteringen;
2021;Teteringen;
2022;Teteringen;
2023;Teteringen;
2024;Teteringen;
1995;Texel;89570
1996;Texel;99200
1997;Texel;106312
1998;Texel;110371
1999;Texel;140783
2000;Texel;168084
2001;Texel;178762
2002;Texel;223255
2003;Texel;194736
2004;Texel;222245
2005;Texel;245269
2006;Texel;248956
2007;Texel;251249
2008;Texel;252333
2009;Texel;230807
2010;Texel;225054
2011;Texel;243250
2012;Texel;240179
2013;Texel;215176
2014;Texel;221355
2015;Texel;238937
2016;Texel;254087
2017;Texel;292311
2018;Texel;297194
2019;Texel;321732
2020;Texel;359029
2021;Texel;377342
2022;Texel;440996
2023;Texel;435091
2024;Texel;472434
1995;Teylingen;
1996;Teylingen;
1997;Teylingen;
1998;Teylingen;
1999;Teylingen;
2000;Teylingen;
2001;Teylingen;
2002;Teylingen;
2003;Teylingen;
2004;Teylingen;
2005;Teylingen;
2006;Teylingen;316574
2007;Teylingen;330620
2008;Teylingen;338366
2009;Teylingen;304254
2010;Teylingen;321625
2011;Teylingen;308731
2012;Teylingen;293942
2013;Teylingen;276338
2014;Teylingen;290804
2015;Teylingen;270737
2016;Teylingen;292124
2017;Teylingen;339955
2018;Teylingen;334411
2019;Teylingen;395293
2020;Teylingen;406240
2021;Teylingen;488709
2022;Teylingen;523546
2023;Teylingen;478659
2024;Teylingen;541670
1995;Tholen;62488
1996;Tholen;67009
1997;Tholen;82335
1998;Tholen;88501
1999;Tholen;102659
2000;Tholen;116704
2001;Tholen;125147
2002;Tholen;139709
2003;Tholen;159775
2004;Tholen;154818
2005;Tholen;178189
2006;Tholen;188628
2007;Tholen;191750
2008;Tholen;198848
2009;Tholen;191460
2010;Tholen;188206
2011;Tholen;194182
2012;Tholen;186582
2013;Tholen;160531
2014;Tholen;171622
2015;Tholen;178823
2016;Tholen;175067
2017;Tholen;183833
2018;Tholen;201442
2019;Tholen;232909
2020;Tholen;238255
