"Perioden";"Regio's";"Inkomen en vermogen/Particuliere huishoudens excl. studenten (x 1 000)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Particuliere huishoudens excl. studenten (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Eenpersoonshuishouden (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Eenoudergezin (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Paar, zonder kind (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Type: Paar, met kind(eren) (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Bron: Inkomen als werknemer (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Bron: Inkomen als zelfstandige (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Bron: Overdrachtsinkomen (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Woningbezit: eigen woning (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld besteedbaar inkomen/Woningbezit: huurwoning (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Particuliere huishoudens excl. studenten (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Eenpersoonshuishouden (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Eenoudergezin (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Paar, zonder kind (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Type: Paar, met kind(eren) (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Bron: Inkomen als werknemer (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Bron: Inkomen als zelfstandige (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Bron: Overdrachtsinkomen (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Woningbezit: eigen woning (1 000 euro)";"Inkomen en vermogen/Inkomen van particuliere huishoudens/Gemiddeld gestandaardiseerd inkomen/Woningbezit: huurwoning (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Particuliere huishoudens excl. studenten (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Eenpersoonshuishouden (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Eenoudergezin (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Paar, zonder kind (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Type: Paar, met kind(eren) (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Bron: Inkomen als werknemer (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Bron: Inkomen als zelfstandige (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Bron: Overdrachtsinkomen (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Woningbezit: eigen woning (1 000 euro)";"Inkomen en vermogen/Mediaan vermogen huishoudens/Woningbezit: huurwoning (1 000 euro)"
"2018";"Aalburg";"     5.0";"    49.1";"    25.3";"    39.0";"    46.2";"    66.9";"    52.2";"    74.5";"    30.6";"    57.4";"    26.3";"    31.3";"    25.3";"    26.4";"    33.1";"    34.0";"    31.8";"    43.1";"    24.2";"    35.3";"    20.3";"   130.5";"    32.2";"    78.5";"   186.4";"   148.8";"    83.0";"   293.6";"   168.6";"   213.3";"     9.0"
"2019";"Aalburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2020";"Aalburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2021";"Aalburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2022";"Aalburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2023";"Aalburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024";"Aalburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Aalburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Aalsmeer";"    12.1";"    44.6";"    24.8";"    34.4";"    44.8";"    60.1";"    48.0";"    63.6";"    31.9";"    53.7";"    27.2";"    29.9";"    24.8";"    23.2";"    32.8";"    32.2";"    30.5";"    39.9";"    25.4";"    34.8";"    20.5";"    72.8";"    23.7";"    16.5";"   145.9";"    99.6";"    43.8";"   233.5";"   127.0";"   190.1";"     5.8"
"2012";"Aalsmeer";"    12.2";"    45.6";"    25.3";"    34.1";"    46.3";"    61.4";"    48.3";"    65.1";"    34.4";"    55.3";"    27.1";"    30.6";"    25.3";"    23.2";"    33.8";"    32.9";"    30.5";"    40.9";"    27.2";"    35.8";"    20.6";"    62.6";"    21.4";"    12.3";"   137.7";"    84.2";"    32.8";"   218.9";"   123.6";"   174.5";"     5.5"
"2013";"Aalsmeer";"    12.3";"    45.3";"    25.3";"    35.4";"    44.7";"    61.8";"    50.0";"    61.0";"    32.1";"    54.6";"    27.3";"    30.3";"    25.3";"    24.1";"    32.6";"    33.1";"    31.6";"    38.0";"    25.6";"    35.3";"    20.7";"    45.0";"    15.3";"    10.2";"   117.9";"    53.2";"    16.2";"   180.9";"   107.2";"   144.7";"     3.9"
"2014";"Aalsmeer";"    12.4";"    49.0";"    26.8";"    36.5";"    48.3";"    68.0";"    51.0";"    79.9";"    35.5";"    59.9";"    27.8";"    32.7";"    26.8";"    25.0";"    35.3";"    36.3";"    32.2";"    49.4";"    28.2";"    38.7";"    21.1";"    48.6";"    18.3";"     9.7";"   126.2";"    58.0";"    19.2";"   171.6";"   116.2";"   148.2";"     3.4"
"2015";"Aalsmeer";"    12.5";"    47.4";"    25.4";"    42.1";"    46.4";"    65.6";"    52.1";"    67.8";"    32.9";"    57.3";"    28.6";"    31.7";"    25.4";"    28.6";"    33.9";"    35.1";"    32.9";"    42.5";"    26.0";"    36.9";"    21.7";"    61.3";"    20.9";"    12.5";"   140.7";"    78.8";"    33.0";"   190.8";"   114.8";"   170.5";"     5.1"
"2016";"Aalsmeer";"    12.7";"    49.9";"    27.4";"    40.2";"    49.4";"    69.4";"    54.1";"    73.9";"    34.3";"    60.8";"    29.1";"    33.5";"    27.4";"    27.3";"    36.1";"    37.2";"    34.2";"    47.0";"    27.4";"    39.4";"    22.3";"    72.7";"    20.7";"    16.1";"   156.8";"    96.9";"    45.6";"   200.8";"   119.4";"   185.2";"     4.9"
"2017";"Aalsmeer";"    12.8";"    52.1";"    28.8";"    38.9";"    51.6";"    73.7";"    55.0";"    76.4";"    38.9";"    64.2";"    29.1";"    35.0";"    28.8";"    26.6";"    37.7";"    39.4";"    34.8";"    47.6";"    30.9";"    41.6";"    22.4";"    93.1";"    23.4";"    17.5";"   184.4";"   125.6";"    62.7";"   240.2";"   144.6";"   210.7";"     5.0"
"2018";"Aalsmeer";"    12.9";"    52.8";"    27.9";"    40.1";"    52.2";"    75.5";"    57.0";"    78.6";"    36.0";"    64.6";"    30.0";"    34.8";"    27.9";"    27.2";"    37.4";"    39.8";"    35.6";"    48.4";"    28.4";"    41.0";"    22.8";"   123.6";"    30.9";"    22.7";"   211.3";"   163.0";"    92.9";"   291.4";"   168.6";"   245.2";"     5.2"
"2019";"Aalsmeer";"    13.0";"    58.1";"    30.4";"    44.9";"    58.7";"    82.3";"    59.9";"    96.1";"    40.5";"    72.0";"    31.4";"    38.4";"    30.5";"    30.3";"    42.1";"    43.3";"    37.4";"    60.7";"    31.5";"    45.9";"    23.7";"   151.8";"    33.7";"    32.6";"   245.4";"   198.7";"   122.2";"   318.6";"   204.5";"   279.3";"     5.2"
"2020";"Aalsmeer";"    13.1";"    58.9";"    32.1";"    47.7";"    58.3";"    83.3";"    62.8";"    95.1";"    38.9";"    72.5";"    32.4";"    39.0";"    32.1";"    31.8";"    41.7";"    43.8";"    39.3";"    59.8";"    30.8";"    46.4";"    24.6";"   175.0";"    39.6";"    51.8";"   263.8";"   223.5";"   146.7";"   363.2";"   206.4";"   309.4";"     5.5"
"2021";"Aalsmeer";"    13.2";"    61.4";"    33.5";"    46.0";"    60.3";"    88.6";"    65.2";"   102.4";"    39.4";"    75.9";"    33.6";"    40.6";"    33.5";"    30.7";"    43.1";"    46.6";"    40.9";"    65.1";"    31.0";"    48.5";"    25.6";"   207.5";"    42.4";"    49.1";"   301.2";"   277.3";"   179.7";"   407.1";"   237.0";"   353.3";"     6.5"
"2022";"Aalsmeer";"    13.5";"    63.5";"    32.2";"    51.6";"    65.9";"    92.0";"    67.2";"   103.9";"    40.6";"    79.2";"    35.1";"    42.1";"    32.2";"    34.6";"    47.2";"    48.5";"    42.3";"    66.0";"    32.2";"    50.6";"    26.9";"   290.0";"    31.8";"    65.8";"   392.1";"   385.0";"   252.8";"   493.4";"   323.2";"   459.9";"     5.9"
"2023";"Aalsmeer";"    14.0";"    67.1";"    33.4";"       .";"    70.4";"    99.6";"    70.4";"       .";"    42.9";"    85.3";"    36.5";"    44.6";"    33.4";"       .";"    50.4";"    52.4";"    44.5";"       .";"    34.1";"    54.3";"    28.2";"   280.5";"    26.2";"    75.1";"   400.5";"   390.3";"   238.2";"   517.3";"   309.4";"   469.0";"     5.1"
"2024";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Aalsmeer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Aalten";"    11.0";"    36.4";"    20.3";"    32.6";"    36.9";"    48.5";"    40.2";"    60.0";"    26.1";"    41.6";"    23.8";"    24.5";"    20.3";"    21.9";"    27.0";"    25.7";"    25.4";"    36.0";"    21.0";"    27.1";"    18.3";"    94.8";"    29.5";"    43.3";"   147.1";"   106.5";"    69.3";"   252.7";"   128.4";"   166.5";"     7.3"
"2012";"Aalten";"    11.1";"    36.6";"    20.8";"    32.1";"    37.1";"    49.2";"    40.7";"    59.4";"    26.4";"    41.7";"    24.2";"    24.8";"    20.8";"    21.9";"    27.1";"    26.1";"    25.8";"    36.0";"    21.2";"    27.3";"    18.7";"    79.8";"    28.5";"    28.9";"   130.3";"    86.9";"    52.3";"   233.4";"   117.0";"   148.2";"     7.2"
"2013";"Aalten";"    11.2";"    36.7";"    20.9";"    32.4";"    37.2";"    49.9";"    41.4";"    56.2";"    26.5";"    42.0";"    23.5";"    25.0";"    20.9";"    22.1";"    27.2";"    26.5";"    26.3";"    34.0";"    21.3";"    27.6";"    18.4";"    63.8";"    24.9";"    21.4";"   116.3";"    63.8";"    33.9";"   202.5";"   104.2";"   124.6";"     7.0"
"2014";"Aalten";"    11.1";"    39.0";"    21.7";"    33.3";"    40.5";"    53.1";"    42.5";"    67.2";"    28.8";"    44.9";"    24.0";"    26.6";"    21.8";"    22.8";"    29.6";"    28.2";"    27.1";"    41.1";"    22.9";"    29.6";"    18.8";"    61.9";"    24.1";"    17.9";"   115.8";"    58.7";"    30.9";"   207.8";"    99.3";"   120.0";"     5.9"
"2015";"Aalten";"    11.1";"    38.4";"    22.1";"    31.8";"    39.0";"    52.5";"    42.9";"    58.5";"    28.0";"    43.8";"    24.2";"    26.2";"    22.2";"    21.8";"    28.5";"    27.9";"    27.5";"    36.2";"    22.4";"    29.0";"    19.0";"    65.0";"    24.3";"    16.6";"   123.0";"    59.1";"    34.7";"   191.1";"   107.0";"   123.0";"     6.1"
"2016";"Aalten";"    11.2";"    39.9";"    23.1";"    33.9";"    40.3";"    55.3";"    44.9";"    62.9";"    28.4";"    45.6";"    24.6";"    27.3";"    23.1";"    23.2";"    29.5";"    29.4";"    28.7";"    38.9";"    22.9";"    30.3";"    19.3";"    66.4";"    23.9";"    23.4";"   128.7";"    58.3";"    36.1";"   208.5";"   109.1";"   127.7";"     5.9"
"2017";"Aalten";"    11.3";"    41.1";"    23.4";"    35.8";"    41.8";"    57.4";"    45.9";"    66.5";"    29.3";"    47.0";"    25.5";"    28.1";"    23.4";"    24.4";"    30.5";"    30.4";"    29.5";"    41.0";"    23.6";"    31.1";"    20.1";"    76.2";"    27.3";"    27.2";"   137.0";"    71.0";"    47.3";"   219.6";"   116.6";"   137.0";"     6.0"
"2018";"Aalten";"    11.3";"    42.6";"    23.9";"    36.5";"    42.9";"    60.4";"    47.3";"    70.3";"    30.4";"    48.7";"    26.1";"    28.7";"    24.0";"    24.5";"    30.8";"    31.5";"    29.9";"    42.7";"    24.2";"    31.8";"    20.3";"    84.3";"    34.4";"    21.7";"   149.3";"    80.9";"    53.3";"   260.5";"   123.6";"   145.8";"     5.9"
"2019";"Aalten";"    11.4";"    45.4";"    25.7";"    38.2";"    45.9";"    64.2";"    49.4";"    82.8";"    31.6";"    51.7";"    28.0";"    30.6";"    25.7";"    25.7";"    32.8";"    33.4";"    31.3";"    51.1";"    25.2";"    33.8";"    21.7";"    96.0";"    41.5";"    26.1";"   166.6";"    92.9";"    63.5";"   285.2";"   139.0";"   159.9";"     6.3"
"2020";"Aalten";"    11.5";"    46.3";"    25.9";"    39.5";"    46.6";"    66.7";"    51.7";"    81.5";"    31.4";"    53.1";"    27.8";"    31.2";"    25.9";"    26.4";"    33.3";"    34.8";"    32.7";"    49.8";"    25.1";"    34.6";"    21.8";"   106.9";"    44.6";"    32.1";"   177.4";"   105.6";"    74.4";"   299.5";"   146.6";"   172.6";"     6.6"
"2021";"Aalten";"    11.5";"    48.0";"    27.1";"    42.6";"    47.3";"    70.1";"    54.2";"    79.4";"    32.6";"    54.8";"    29.1";"    32.4";"    27.2";"    28.5";"    33.9";"    36.5";"    34.3";"    48.6";"    26.2";"    35.8";"    22.8";"   132.3";"    58.7";"    43.8";"   203.5";"   137.1";"    97.9";"   330.5";"   173.2";"   200.9";"     7.7"
"2022";"Aalten";"    11.6";"    50.8";"    28.6";"    45.1";"    50.4";"    74.3";"    56.8";"    84.4";"    34.9";"    57.6";"    31.7";"    34.4";"    28.7";"    30.2";"    36.1";"    38.7";"    36.1";"    51.3";"    28.1";"    37.8";"    24.8";"   190.4";"    95.1";"    77.9";"   270.2";"   206.0";"   155.9";"   436.5";"   225.7";"   269.1";"     8.3"
"2023";"Aalten";"    11.6";"    54.7";"    30.1";"       .";"    54.4";"    80.9";"    61.4";"       .";"    37.0";"    62.0";"    34.6";"    36.9";"    30.1";"       .";"    39.0";"    42.1";"    38.9";"       .";"    29.8";"    40.5";"    26.9";"   198.3";"    94.2";"    70.9";"   276.8";"   218.4";"   165.0";"   465.5";"   231.9";"   277.9";"     9.0"
"2024";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Aalten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2011";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2013";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2014";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2015";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2016";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2017";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2018";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2020";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2021";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2022";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2023";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025";"Ter Aar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1995";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1996";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1997";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1998";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1999";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2000";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2003";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2004";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2005";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2006";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2007";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2008";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2009";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2010";"Aarle-Rixtel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
